file_name,processor,processor_description
HPE ProLiant DX560 Gen11 QuickSpecs_20260522113013.pdf,"['6416H', '6418H', '6434H', '6448H', '8444H', '8450H', '8460H', '8468H', '8490H']","['Supporting the latest 4th generation Intel® Xeon® Scalable processors, the', 'For more information regarding Intel® Xeon® processors, please see the following http://www.intel.com/xeon.', '4th Generation Intel® Xeon® Scalable Processor Family (Platinum)', 'Intel® Xeon® Models', '4th Generation Intel® Xeon® Scalable Processor Family (Gold)', 'P49620-B21 Intel® Xeon®-G 6416H 2.2GHz 18-core 165W', 'Intel® Xeon®-G 6418H 2.1GHz 24-core 185W', 'P49622-B21 Intel® Xeon®-G 6448H 2.4GHz 32-core 250W', 'P49623-B21 Intel® Xeon®-G 6434H 3.7GHz 8-core 195W', 'P49625-B21 Intel® Xeon®-P 8444H 2.9GHz 16-core 270W', 'P49626-B21 Intel® Xeon®-P 8450H 2.0GHz 28-core 250W', 'P49628-B21 Intel® Xeon®-P 8460H 2.2GHz 40-core 330W', 'P49629-B21 Intel® Xeon®-P 8468H 2.1GHz 48-core 330W', 'P49630-B21 Intel® Xeon®-P 8490H 1.9GHz 60-core 350W', 'MCC: Xeon® Gold', 'XCC: Xeon® Platinum', '4th Generation Intel® Xeon®-Platinum', 'Intel® Xeon®-Platinum 8490H 1.9GHz 60-core 350W Processor for HPE P49630-B21', 'Intel® Xeon®-Platinum 8468H 2.1GHz 48-core 330W Processor for HPE P49629-B21', 'Intel® Xeon®-Platinum 8460H 2.2GHz 40-core 330W Processor for HPE P49628-B21', 'Intel® Xeon®-Platinum 8450H 2.0GHz 28-core 250W Processor for HPE P49626-B21', 'Intel® Xeon®-Platinum 8444H 2.9GHz 16-core 270W Processor for HPE P49625-B21', '4th Generation Intel® Xeon®-Gold', 'Intel® Xeon®-Gold 6448H 2.4GHz 32-core 250W Processor for HPE P49622-B21', 'Intel® Xeon®-Gold 6434H 3.7GHz 8-core 195W Processor for HPE P49623-B21', 'Intel® Xeon®-Gold 6418H 2.1GHz 24-core 185W Processor for HPE P49621-B21', 'Intel® Xeon®-Gold 6416H 2.2GHz 18-core 165W Processor for HPE P49620-B21', '− DDR5-4800 Memory Kits are only supported with 4th Generation Intel® Xeon® Scalable Series Processors.', 'HPE ProLiant DL560 Gen11 4P CPU Mezzanine Kit P54803-B21', '4thGeneration Intel® Xeon®-Gold', 'Server memory populations rules for HPE Gen11 servers with 4th Gen Intel Xeon Scalable processors', 'Intel® and Xeon® are registered trademarks of Intel® Corporation in the U.S. and other countries.']"
HPE ProLiant DX910 Server Blade QuickSpecs_20260522113619.pdf,"['6212U', '6230N', '6244', '6254']","['ProLiant DX910 Server Blade architecture is based on Intel® Xeon® SP processors to give you increased compute power and', 'The HPE ProLiant DX910 Server Blade supports industry standard technology leveraging the Intel® Xeon® Processor Scalable', '2nd Generation Intel® Xeon® Scalable Processor Family', 'Intel® Xeon® SP', 'For more information regarding Intel® Xeon® SP, please see the following URL:', 'https://www.intel.com/content/www/us/en/products/processors/xeon/scalable.html', 'Intel Xeon-Gold 6212U (2.4GHz/24-core/165W) FIO Processor Kit for HPE ProLiant DX910 P27116-B21', 'Intel Xeon-Gold 6230N (2.3GHz/20-core/125W) FIO Processor Kit for HPE ProLiant DX910 P27118-B21', 'Intel Xeon-Gold 6254 (3.1GHz/18-core/200W) FIO Processor Kit for HPE ProLiant DX910 P27119-B21', 'Intel Xeon-Gold 6244 (3.6GHz/8-core/150W) FIO Processor Kit for HPE ProLiant DX910 P27117-B21']"
HPE ProLiant Easy Connect Managed Hybrid Servers  North America version QuickSpecs_20260522113447.pdf,['1518'],"['Built on industry leading HPE ProLiant servers and Intel Xeon-D/Xeon-E processors.', 'wall mounted for your convenience. Architected with proven Intel® Xeon® processor and solid state disk (SSD) flash drives to meet', 'Intel Xeon D-1518', 'Intel Xeon E5 2620v4', 'Intel Xeon E5 2640v4', 'Intel Xeon E5 2660v4', 'Intel® Xeon® D-1518', 'http://www.intel.com/xeon.', 'Intel Xeon E5 2620V4', 'Intel Xeon E5 2640V4', 'Intel Xeon E5 2660V4', 'Intel, the Intel logo, Xeon and Xeon Inside are trademarks of Intel Corporation in the U.S. and other']"
HPE ProLiant Easy Connect Managed Hybrid Servers QuickSpecs_20260522113404.pdf,['1518'],"['Built on industry leading HPE ProLiant servers and Intel Xeon-D/Xeon-E processors.', 'wall mounted for your convenience. Architected with proven Intel® Xeon® processor and solid state disk (SSD) flash drives to meet', 'Intel Xeon D-1518', 'Intel Xeon E5 2620v4', 'Intel Xeon E5 2640v4', 'Intel Xeon E5 2660v4', 'Intel® Xeon® D-1518', 'following http://www.intel.com/xeon.', 'Intel Xeon E5 2620V4', 'Intel Xeon E5 2640V4', 'Intel Xeon E5 2660V4', 'Intel, the Intel logo, Xeon and Xeon Inside are trademarks of Intel Corporation in the U.S. and other']"
HPE ProLiant ML10 Generation9 (Gen9) North America version c04922962.pdf,"['E3-1200V5', 'E3-1225V5', 'PENTIUM-G4400']","['Intel® Xeon® processor E3-1200v5 quad core processor family is designed to deliver the best combination of performance, built-in', 'capabilities, and cost-effectiveness. The product also supports Intel® Pentium® and Intel® Core-i3 dual core processors. Choose one', 'processor is installed. The server supports Intel AMT when the Intel Xeon processor is installed in the', 'GPU Support (Xeon Only)', 'Intel® Pentium® G4400', 'Intel® Xeon® E3-1225v5', 'Intel Gen9 Supported Memory Bandwidth for HPE ProLiant Gen9 Intel® Xeon® E3-1200v5 Series Processor Family', 'Intel® and Xeon® are registered trademarks of Intel Corporation in the U.S. and other countries.']"
HPE ProLiant ML10 Generation9 Gen9 QuickSpecs_20260522113217.pdf,"['E3-1200V5', 'E3-1225V5', 'PENTIUM-G4400']","['Intel® Xeon® processor E3-1200v5 quad core processor family is designed to deliver the best combination of performance, built-in', 'capabilities, and cost-effectiveness. The product also supports Intel® Pentium® and Intel® Core-i3 dual core processors. Choose one', 'processor is installed. The server supports Intel AMT when the Intel Xeon processor is installed in the', 'GPU Support (Xeon Only)', 'Intel® Pentium® G4400', 'Intel® Xeon® E3-1225v5', 'Intel Gen9 Supported Memory Bandwidth for HPE ProLiant Gen9 Intel® Xeon® E3-1200v5 Series Processor Family', 'Intel® and Xeon® are registered trademarks of Intel Corporation in the U.S. and other countries.']"
HPE ProLiant ML10 v2 Server North America version c04567802.pdf,"['E3-1220V3', 'E3-1241V3', 'PENTIUM-G3240']","['Intel® Pentium® G3240 (3.1GHz/2-core/3MB/54W)', 'Intel® Xeon® E3-1220v3 (3.1GHz/4-core/8MB/80W)', 'Intel® Xeon® E3-1241v3 (3.5GHz/4-core/8MB/80W, HT)', '(1) Intel® PentiumG3240 (3.1GHz/2-core/3MB/54W, HT) Processor', '(1) Intel® PentiumG3240 (3.1GHz/2-core/3MB/54W, HT)Processor', '(1) Intel® CoreTM i3-4150 (3.5GHz/2-core/3MB/54W, HT)Processor', '(1) Intel® Xeon® E3-1220v3 (3.1GHz/4-core/8MB/80W)Processor']"
HPE ProLiant ML10 v2 Server c04567801.pdf,"['E3-1220V3', 'E3-1241V3', 'PENTIUM-G3240']","['Intel® Pentium® G3240 (3.1GHz/2-core/3MB/54W)', 'Intel® Xeon® E3-1220v3 (3.1GHz/4-core/8MB/80W)', 'Intel® Xeon® E3-1241v3 (3.5GHz/4-core/8MB/80W, HT)', '(1) Intel® PentiumG3240 (3.1GHz/2-core/3MB/54W, HT) Processor', '(1) Intel® PentiumG3240 (3.1GHz/2-core/3MB/54W, HT)Processor', '(1) Intel® CoreTM i3-4150 (3.5GHz/2-core/3MB/54W, HT)Processor', '(1) Intel® Xeon® E3-1220v3 (3.1GHz/4-core/8MB/80W) Processor']"
HPE ProLiant ML110 Gen10 Server a00021851enw.pdf,"['3206R', '5122', '5215', '5222']","['• Intel® Xeon® Scalable processors , up to 16 cores, up to 110W', 'Notes: For more information regarding Intel Xeon processors, please see the following http://www.intel.com/xeon.', 'Intel Second Generation Xeon® Scalable Processors', 'Intel Xeon Models', 'Bronze 3206R Processor  1.9 GHz', 'Intel First Generation Xeon® Scalable Processors', 'Processor Option Kits - – Intel Second Generation Xeon® Scalable Processors', 'Memory – for the Second Generation Intel Xeon® Scalable Processors', 'Memory – for the First Generation Intel Xeon® Scalable Processors', 'Smart Memory – for the Second Generation Intel Xeon® Scalable Processors', 'Smart Memory – for the First Generation Intel Xeon® Scalable Processors', 'HPE Server Memory Speed (MT/s): Intel Xeon® Gold 52xx Processors *', 'HPE Server Memory Speed (MT/s): Intel Xeon® Silver 42xx Processors *', 'HPE Server Memory Speed (MT/s): Intel Xeon® Bronze 32xx Processors *', '*Intel Xeon® Gold Processor #5222 supports 2933MT/s.', '* Intel Xeon® Gold Processor #5215 & 5218N supports 2666MT/s.', 'HPE Server Memory Speed (MT/s): Intel Xeon® Gold 51xx Processors *', 'HPE Server Memory Speed (MT/s): Intel Xeon® Silver 41xx Processors *', 'HPE Server Memory Speed (MT/s): Intel Xeon® Bronze 31xx Processors *', '*Intel Xeon® Gold Processor #5122 supports 2666MT/s.', 'Intel® and Xeon® are registered trademarks of Intel Corporation in the U.S. and other countries.']"
HPE ProLiant ML110 Gen11 QuickSpecs_20260522113108.pdf,"['3408U', '3508U', '4410Y', '4416', '4509Y', '4510', '4514Y', '4516Y', '5411N', '5415', '5416S', '5418Y', '5512U', '5515', '6421N', '6426Y']","['power of 4th and 5th Gen Intel® Xeon® Scalable Processors and increased', '− Powered by 4th Generation Intel® Xeon® Scalable processors that support up to 32 core at 185 W, 60 MB of L3', '− Supported 5th Generation Intel® Xeon® Scalable processors that support up to 28 cores at 185 W TDP, 2.1 GHz.', '− Supported DDR5 5600 MT/s memory 16, 32, 64, 96GB DIMM modules with 5th Gen Intel® Xeon® Scalable', '− New pre-configured SKUs with 5th Generation Intel® Xeon® Scalable processors.', 'Notes: For more information regarding Intel® Xeon® processors, refer to the following', 'https://www.intel.sg/content/www/xa/en/processors/xeon/scalable/xeon-scalable-platform.html.', 'Intel® Xeon® Scalable Processors – Naming Decoder', 'Intel Fourth Generation Xeon® Scalable Processors', 'Intel® Xeon® Models', 'Intel® Fifth Generation Xeon® Scalable Processors', 'Intel® Fourth or Fifth Generation Xeon® Scalable Processors', 'Processor Option Kits – Intel® Fourth Generation Xeon® Scalable Processors', 'Intel® Xeon®-Gold Processors', 'Intel® Xeon®-Gold 6426Y 2.5GHz 16-core 185W Processor for HPE P49598-B21', 'Intel® Xeon®-Gold 6421N 1.8GHz 32-core 185W Processor for HPE P49641-B21', 'Intel® Xeon®-Gold 5418Y 2.0GHz 24-core 185W Processor for HPE P49612-B21', 'Intel® Xeon®-Gold 5416S 2.0GHz 16-core 150W Processor for HPE P49653-B21', 'Intel® Xeon®-Gold 5411N 1.9GHz 24-core 165W Processor for HPE P49639-B21', 'Intel® Xeon®-Gold 5415+ 2.9GHz 8-core 150W Processor for HPE P49597-B21', 'Intel® Xeon®-Silver Processors', 'Intel® Xeon®-Silver 4416+ 2.0GHz 20-core 165W Processor for HPE P49611-B21', 'Intel® Xeon®-Silver 4410Y 2.0GHz 12-core 150W Processor for HPE P49610-B21', 'Intel® Xeon®-Gold 5512U 2.1GHz 28-core 185W Processor for HPE P67101-B21', 'Intel® Xeon®-Gold 5515+ 3.2GHz 8-core 165W Processor for HPE P67079-B21', 'Intel® Xeon®-Silver 4516Y+ 2.2GHz 24-core 185W Processor for HPE P67093-B21', 'Intel® Xeon®-Silver 4514Y 2.0GHz 16-core 150W Processor for HPE P67092-B21', 'Intel® Xeon®-Silver 4510 2.4GHz 12-core 150W Processor for HPE P67091-B21', 'Intel® Xeon®-Silver 4509Y 2.6GHz 8-core 125W Processor for HPE P67090-B21', 'Intel® Xeon®-Bronze Processors', 'Intel® Xeon®-Bronze 3508U 2.1GHz 8-core 125W Processor for HPE P67100-B21', 'The new 5600 DIMMs are for the Fifth generation Intel® Xeon® Scalable Processors; while the 4800 DIMMs are', 'for the Fourth generation Intel® Xeon® Scalable Processors.', 'Memory – for the Fourth Generation Intel® Xeon® Scalable Processors', 'Memory – for the Fifth Generation Intel® Xeon® Scalable Processors', 'Entry LFF Configuration: 1x Xeon-B 3408U CPU, 1x SATA 7.2K LFF HDD, 1x 16GB DIMM, 1x 500W PSU, 2x', 'Entry SFF Configuration: 1x Xeon-B 3408U CPU, 1x SATA 7.2K SFF HDD, 1x 32GB DIMM, 1x 500W PSU, 2x', 'Base SFF Configuration: 1x Xeon-S 4410Y CPU, 1x SATA 7.2K SFF HDD, 1x 32GB DIMM, 1x 800W PSU, 2x', 'Performance SFF Configuration: 1x Xeon-G 5416S CPU, 1x SATA 7.2K SFF HDD, 1x 32GB DIMM, 1x 800W', 'Solid State Drives  and Intel® Xeon®-Gold Processors OBS SKUs.', 'Intel® and Xeon® are registered trademarks of Intel® Corporation in the U.S. and other countries.']"
HPE ProLiant ML110 Generation9 (Gen9) North America version c04545445.pdf,"['E5-1620V4', 'E5-1660V4', 'E5-1680V4', 'E5-2600V3', 'E5-2600V4', 'E5-2603V4', 'E5-2609V4', 'E5-2620V4', 'E5-2623V4', 'E5-2630LV4', 'E5-2640V4', 'E5-2660V4']","['Intel® Xeon® E5-2603v4', 'Intel® Xeon® E5-2620v4', 'Intel® Xeon® E5-1620v4', 'HPE ML110 Gen9 Intel® Xeon® E5-2620v4 (2.1GHz/8-core/20MB/85W) FIO Processor Kit 826101-L21', 'HPE ML110 Gen9 Intel® Xeon® E5-2609v4 (1.7GHz/8-core/20MB/85W) FIO Processor Kit 826102-L21', 'HPE ML110 Gen9 Intel® Xeon® E5-2603v4 (1.7GHz/6-core/15MB/85W) FIO Processor Kit 826103-L21', 'HPE ML110 Gen9 Intel® Xeon® E5-2630Lv4 (1.8GHz/10-core/25MB/55W) FIO Processor Kit 826104-L21', 'HPE ML110 Gen9 Intel® Xeon® E5-2623v4 (2.6GHz/4-core/10MB/85W) FIO Processor Kit 826105-L21', 'HPE ML110 Gen9 Intel® Xeon® E5-2640v4 (2.4GHz/10-core/25MB/90W) FIO Processor Kit 826100-L21', 'HPE ML110 Gen9 Intel® Xeon® E5-2660v4 (2.0GHz/14-core/35MB/105W) FIO Processor Kit 826099-L21', 'HPE ML110 Gen9 Intel® Xeon® E5-1620v4 (3.5GHz/4-core/10MB/140W) FIO Processor Kit 826107-L21', 'HPE ML110 Gen9 Intel® Xeon® E5-1660v4 (3.2GHz/8-core/20MB/140W) FIO Processor Kit 826110-L21', 'HPE ML110 Gen9 Intel® Xeon® E5-1680v4 (3.4GHz/8-core/20MB/140W) FIO Processor Kit 826111-L21', 'Intel Gen9 Supported Memory Bandwidth for HPE ProLiant Gen9 Intel® Xeon® E5-2600v3 Series Processor Family', 'Intel Gen9 Supported Memory Bandwidth for HPE ProLiant Gen9 Intel® Xeon® E5-2600v4 Series Processor Family', 'Intel® and Xeon® are registered trademarks of Intel Corporation in the U.S. and other countries.']"
HPE ProLiant ML110 Generation9 (Gen9) c04545452.pdf,"['E5-1603V3', 'E5-1603V4', 'E5-1607V4', 'E5-1620V3', 'E5-1620V4', 'E5-1650V3', 'E5-1660V4', 'E5-1680V4', 'E5-2600V3', 'E5-2600V4', 'E5-2603V4', 'E5-2609V4', 'E5-2620V4', 'E5-2623V4', 'E5-2630LV4', 'E5-2640V4', 'E5-2660V4']","['Intel® Xeon® E5-2603v4', 'Intel® Xeon® E5-2620v4', 'processor model, the memory speed may run at 2133MHz, 1866MHz, 1600MHz or 1333MHz.', 'HPE ML110 Gen9 Intel® Xeon® E5-2609v4 (1.7GHz/8-core/20MB/85W) FIO', 'Processor Kit 826102-L21', 'HPE ML110 Gen9 Intel® Xeon® E5-2603v4 (1.7GHz/6-core/15MB/85W) FIO', 'Processor Kit 826103-L21', 'HPE ML110 Gen9 Intel® Xeon® E5-2630Lv4 (1.8GHz/10-core/25MB/55W) FIO', 'Processor Kit 826104-L21', 'HPE ML110 Gen9 Intel® Xeon® E5-2620v4 (2.1GHz/8-core/20MB/85W) FIO', 'Processor Kit 826101-L21', 'HPE ML110 Gen9 Intel® Xeon® E5-2623v4 (2.6GHz/4-core/10MB/85W) FIO', 'Processor Kit 826105-L21', 'HPE ML110 Gen9 Intel® Xeon® E5-2640v4 (2.4GHz/10-core/25MB/90W) FIO', 'Processor Kit 826100-L21', 'HPE ML110 Gen9 Intel® Xeon® E5-2660v4 (2.0GHz/14-core/35MB/105W) FIO', 'Processor Kit 826099-L21', 'HPE ML110 Gen9 Intel® Xeon® E5-1603v4 (2.8GHz/4-core/10MB/140W) FIO', 'Processor Kit 826106-L21', 'HPE ML110 Gen9 Intel® Xeon® E5-1620v4 (3.5GHz/4-core/10MB/140W) FIO', 'Processor Kit 826107-L21', 'HPE ML110 Gen9 Intel® Xeon® E5-1607v4 (3.1GHz/4-core/20MB/140W) FIO', 'Processor Kit 826108-L21', 'HPE ML110 Gen9 Intel® Xeon® E5-1660v4 (3.2GHz/8-core/20MB/140W) FIO', 'Processor Kit 826110-L21', 'HPE ML110 Gen9 Intel® Xeon® E5-1680v4 (3.4GHz/8-core/20MB/140W) FIO', 'Processor Kit 826111-L21', 'HP ML110 Gen9 Intel® Xeon® E5-1603v3 (2.8GHz/4-core/10MB/140W) FIO', 'Processor Kit 783017-L21', 'HP ML110 Gen9 Intel® Xeon® E5-1620v3 (3.5GHz/4-core/10MB/140W) FIO', 'Processor Kit 783021-L21', 'HP ML110 Gen9 Intel® Xeon® E5-1650v3 (3.5GHz/6-core/15MB/140W) FIO', 'Processor Kit 783023-L21', 'Intel Gen9 Supported Memory Bandwidth for HPE ProLiant Gen9 Intel® Xeon® E5-2600v3 Series Processor Family', 'Intel Gen9 Supported Memory Bandwidth for HPE ProLiant Gen9 Intel® Xeon® E5-2600v4 Series Processor Family', 'Intel® and Xeon® are registered trademarks of Intel Corporation in the U.S. and other countries.']"
HPE ProLiant ML150 Generation9 (Gen9) North America version c04447841.pdf,"['E5-2600V4', 'E5-2603V3', 'E5-2603V4', 'E5-2609V3', 'E5-2609V4', 'E5-2620V3', 'E5-2620V4', 'E5-2630LV3', 'E5-2630LV4', 'E5-2630V3', 'E5-2630V4', 'E5-2640V3', 'E5-2640V4', 'E5-2650LV4', 'E5-2650V3', 'E5-2650V4', 'E5-2660V3', 'E5-2660V4', 'E5-2680V4', 'E5-2683V4', 'E5-2695V4']","['Intel® Xeon® E5-2603v4', 'Intel® Xeon® E5-2609v4', 'Intel® Xeon® E5-2620v4', 'Intel® Xeon® E5-2640v4', '1866MHz with this processor', '2133MHz with this processor', 'HPE ML150 Gen9 Intel® Xeon® E5-2620v4 (2.1GHz/8-core/20MB/85W) FIO Processor', 'HPE ML150 Gen9 Intel® Xeon® E5-2609v4 (1.7GHz/8-core/20MB/85W) FIO Processor', 'HPE ML150 Gen9 Intel® Xeon® E5-2603v4 (1.7GHz/6-core/15MB/85W) FIO Processor', 'HPE ML150 Gen9 Intel® Xeon® E5-2650Lv4 (1.71GHz/14-core/35MB/65W) FIO', 'Processor Kit 828358-L21', 'HPE ML150 Gen9 Intel® Xeon® E5-2630Lv4 (1.8GHz/10-core/25MB/55W) FIO', 'Processor Kit 828361-L21', 'HPE ML150 Gen9 Intel® Xeon® E5-2695v4 (2.1GHz/18-core/45MB/120W) FIO', 'Processor Kit 860716-L21', 'HPE ML150 Gen9 Intel® Xeon® E5-2683v4 (2.1GHz/16-core/40MB/120W) FIO', 'Processor Kit 860715-L21', 'HPE ML150 Gen9 Intel® Xeon® E5-2680v4 (2.4GHz/14-core/35MB/120W) FIO', 'Processor Kit 860714-L21', 'HPE ML150 Gen9 Intel® Xeon® E5-2640v4 (2.4GHz/10-core/25MB/90W) FIO', 'Processor Kit 828353-L21', 'HPE ML150 Gen9 Intel® Xeon® E5-2660v4 (2.0GHz/14-core/35MB/105W) FIO', 'Processor Kit 828359-L21', 'HPE ML150 Gen9 Intel® Xeon® E5-2650v4 (2.2GHz/12-core/30MB/105W) FIO', 'Processor Kit 828360-L21', 'HPE ML150 Gen9 Intel® Xeon® E5-2630v4 (2.2GHz/10-core/25MB/85W) FIO', 'Processor Kit 828354-L21', 'HPE ML150 Gen9 Intel® Xeon® E5-2620v4 (2.1GHz/8-core/20MB/85W)', 'Processor Kit 828355-B21', 'HPE ML150 Gen9 Intel® Xeon® E5-2609v4 (1.7GHz/8-core/20MB/85W)', 'Processor Kit 828356-B21', 'HPE ML150 Gen9 Intel® Xeon® E5-2603v4 (1.7GHz/6-core/15MB/85W)', 'Processor Kit 828357-B21', 'HPE ML150 Gen9 Intel® Xeon® E5-2650Lv4 (1.7GHz/14-core/35MB/65W)', 'Processor Kit 828358-B21', 'HPE ML150 Gen9 Intel® Xeon® E5-2630Lv4 (1.8GHz/10-core/25MB/55W)', 'Processor Kit 828361-B21', 'HPE ML150 Gen9 Intel® Xeon® E5-2640v4 (2.4GHz/10-core/25MB/90W)', 'Processor Kit 828353-B21', 'HPE ML150 Gen9 Intel® Xeon® E5-2660v4 (2.0GHz/14-core/35MB/105W)', 'Processor Kit 828359-B21', 'HPE ML150 Gen9 Intel® Xeon® E5-2650v4 (2.2GHz/12-core/30MB/105W)', 'Processor Kit 828360-B21', 'HPE ML150 Gen9 Intel® Xeon® E5-2630v4 (2.2GHz/10-core/25MB/85W)', 'Processor Kit 828354-B21', 'HPE ML150 Gen9 Intel® Xeon® E5-2680v4 (2.4GHz/14-core/35MB/120W)', 'Processor Kit 860714-B21', 'HPE ML150 Gen9 Intel® Xeon® E5-2683v4 (2.1GHz/16-core/40MB/120W)', 'Processor Kit 860715-B21', 'HPE ML150 Gen9 Intel® Xeon® E5-2695v4 (2.1GHz/18-core/45MB/120W)', 'Processor Kit 860716-B21', 'HP ML150 Gen9 Intel® Xeon® E5-2609v3 (1.9GHz/6-core/15MB/85W)', 'Processor Kit 726660-B21', 'HP ML150 Gen9 Intel® Xeon® E5-2603v3 (1.6GHz/6-core/15MB/85W)', 'Processor Kit 726663-B21', 'HP ML150 Gen9 Intel® Xeon® E5-2640v3 (2.6GHz/8-core/20MB/90W)', 'Processor Kit 726650-B21', 'HP ML150 Gen9 Intel® Xeon® E5-2630v3 (2.4GHz/8-core/20MB/85W)', 'Processor Kit 726653-B21', 'HP ML150 Gen9 Intel® Xeon® E5-2620v3 (2.4GHz/6-core/15MB/85W)', 'Processor Kit 726657-B21', 'HP ML150 Gen9 Intel® Xeon® E5-2660v3 (2.6GHz/10-core/25MB/105W)', 'Processor Kit 726644-B21', 'HP ML150 Gen9 Intel® Xeon® E5-2650v3 (2.3GHz/10-core/25MB/105W)', 'Processor Kit 726647-B21', 'HP ML150 Gen9 Intel® Xeon® E5-2630Lv3 (1.8GHz/8-core/20MB/55W)', 'Processor Kit 726670-B21', 'Intel Gen9 Supported Memory Bandwidth for HPE ProLiant Gen9 Intel® Xeon® E5-2600v4 Series Processor Family', 'Added Intel Xeon E5-2600 v4 Processor support, new HPE Gen9 Standard', 'Intel® and Xeon® are registered trademarks of Intel Corporation in the U.S. and other countries.']"
