file_name,has_processor,has_processor_description,issue_category,note
HPE ProLiant WS460c Gen8 Graphics Server Blade North America version c04128153.pdf,True,True,OK,
HPE ProLiant WS460c Gen8 Graphics Server Blade c04123202.pdf,True,True,OK,
HPE ProLiant XL170r Gen10 Server a00022816enw.pdf,True,True,OK,
HPE ProLiant XL170r Gen9 Server QuickSpecs_20260522113858.pdf,True,True,OK,
HPE ProLiant XL190r Gen10 Server QuickSpecs_20260522113434.pdf,True,True,OK,
HPE ProLiant XL190r Gen9 Server QuickSpecs_20260522113557.pdf,True,True,OK,
HPE ProLiant XL230a Gen9 Server QuickSpecs_20260522113328.pdf,True,True,OK,
HPE ProLiant XL230k Gen10 Server QuickSpecs_20260522113751.pdf,True,True,OK,
HPE ProLiant XL250a Gen9 Server QuickSpecs_20260522113322.pdf,True,True,OK,
HPE ProLiant XL260a Gen9 Server c05211228.pdf,True,True,OK,
HPE ProLiant XL2x260w Server QuickSpecs_20260522113539.pdf,True,True,OK,
HPE ProLiant XL730f Gen9 Server c04390758.pdf,True,True,OK,
HPE ProLiant XL740f Server QuickSpecs_20260522113843.pdf,True,True,OK,
HPE ProLiant XL750f Gen9 Server c04384069.pdf,True,True,OK,
HPE ProLiant e910 Server Blade a00067735enw.pdf,True,True,OK,
HPE ProLiant e910t Server Blade a00073756enw.pdf,True,True,OK,
HPE Proliant BL460c Gen10 Server Blade QuickSpecs_20260522113519.pdf,True,True,OK,
HPE SGI 8600 System a00016640enw.pdf,False,True,REVIEW_DESCRIPTION_ONLY,"Processor description text found, but no short model code could be parsed from it (common for older pre-2010 QuickSpecs that describe processors in prose, e.g. 'Intel Xeon 3.0 GHz processor standard', with no distinct model number). Description is available; processor short-code is not."
HPE Superdome Flex 280 Server a00059763enw.pdf,True,True,OK,
HPE Superdome Flex QuickSpecs_20260522113112.pdf,True,True,OK,
HPE Superdome Flex Solutions for SAP HANA QuickSpecs_20260522113048.pdf,False,True,REVIEW_DESCRIPTION_ONLY,"Processor description text found, but no short model code could be parsed from it (common for older pre-2010 QuickSpecs that describe processors in prose, e.g. 'Intel Xeon 3.0 GHz processor standard', with no distinct model number). Description is available; processor short-code is not."
HPE Synergy 10Gb Interconnect Link Module c04815110.pdf,False,False,NOT_A_COMPUTE_PRODUCT,"No processor-related keyword found anywhere in document (likely a storage/networking/switch product with no CPU section) - expected, not a defect."
HPE Synergy 12000 Frame - Carrier Grade Supplement QuickSpecs_20260522113828.pdf,False,False,NOT_A_COMPUTE_PRODUCT,"No processor-related keyword found anywhere in document (likely a storage/networking/switch product with no CPU section) - expected, not a defect."
HPE Synergy 12000 Frame c04815113.pdf,False,False,REVIEW_NO_STRUCTURED_MATCH,Document mentions processor/CPU-family keywords but no line matched the structured description pattern (part number / GHz / family name). Needs manual check - may be a new/unhandled text format.
HPE Synergy 12Gb SAS Connection Module c04815081.pdf,False,False,NOT_A_COMPUTE_PRODUCT,"No processor-related keyword found anywhere in document (likely a storage/networking/switch product with no CPU section) - expected, not a defect."
HPE Synergy 20Gb Interconnect Link Module c04815119.pdf,False,False,NOT_A_COMPUTE_PRODUCT,"No processor-related keyword found anywhere in document (likely a storage/networking/switch product with no CPU section) - expected, not a defect."
HPE Synergy 40Gb F8 Switch Module c04815127.pdf,False,False,NOT_A_COMPUTE_PRODUCT,"No processor-related keyword found anywhere in document (likely a storage/networking/switch product with no CPU section) - expected, not a defect."
HPE Synergy 480 Gen10 Compute Module a00008520enw.pdf,True,True,OK,
HPE Synergy 480 Gen10 Plus Compute Module  Carrier Grade Supplement QuickSpecs_20260522113734.pdf,True,True,OK,
HPE Synergy 480 Gen10 Plus Compute Module a50002575enw.pdf,True,True,OK,
HPE Synergy 480 Gen10 Plus Graphics Accelerators a00016718enw.pdf,False,False,REVIEW_NO_STRUCTURED_MATCH,Document mentions processor/CPU-family keywords but no line matched the structured description pattern (part number / GHz / family name). Needs manual check - may be a new/unhandled text format.
HPE Synergy 480 Gen11 Compute Module a50006980enw.pdf,True,True,OK,
HPE Synergy 480 Gen12 Compute Module QuickSpecs_20260522113033.pdf,True,True,OK,
HPE Synergy 480 Gen9 Compute Module QuickSpecs_20260522113853.pdf,True,True,OK,
HPE Synergy 50Gb Interconnect Link Module a00067743enw.pdf,False,False,NOT_A_COMPUTE_PRODUCT,"No processor-related keyword found anywhere in document (likely a storage/networking/switch product with no CPU section) - expected, not a defect."
HPE Synergy 620 Gen9 Compute Module c04866529.pdf,True,True,OK,
HPE Synergy 660 Gen10 Compute Module Carrier Grade Supplement a00045232enw.pdf,True,True,OK,
HPE Synergy 660 Gen10 Compute Module QuickSpecs_20260522113240.pdf,True,True,OK,
HPE Synergy 660 Gen9 Compute Module c04815136.pdf,True,True,OK,
HPE Synergy 680 Gen9 Compute Module c04866541.pdf,True,True,OK,
HPE Synergy Composer c04815139.pdf,False,False,REVIEW_NO_STRUCTURED_MATCH,Document mentions processor/CPU-family keywords but no line matched the structured description pattern (part number / GHz / family name). Needs manual check - may be a new/unhandled text format.
HPE Synergy D3940 Storage Module c04815141.pdf,False,False,NOT_A_COMPUTE_PRODUCT,"No processor-related keyword found anywhere in document (likely a storage/networking/switch product with no CPU section) - expected, not a defect."
HPE Synergy Frame Link Module a00030303enw.pdf,False,False,REVIEW_NO_STRUCTURED_MATCH,Document mentions processor/CPU-family keywords but no line matched the structured description pattern (part number / GHz / family name). Needs manual check - may be a new/unhandled text format.
HPE Synergy Graphics Accelerator Options a00000611enw.pdf,False,False,NOT_A_COMPUTE_PRODUCT,"No processor-related keyword found anywhere in document (likely a storage/networking/switch product with no CPU section) - expected, not a defect."
HPE Synergy Image Streamer c04815217.pdf,False,False,NOT_A_COMPUTE_PRODUCT,"No processor-related keyword found anywhere in document (likely a storage/networking/switch product with no CPU section) - expected, not a defect."
HPE Synergy Interconnect Link Cable c04815247.pdf,False,False,NOT_A_COMPUTE_PRODUCT,"No processor-related keyword found anywhere in document (likely a storage/networking/switch product with no CPU section) - expected, not a defect."
HPE Synergy Virtual Connect SE 32Gb FC Module a00059758enw.pdf,False,False,NOT_A_COMPUTE_PRODUCT,"No processor-related keyword found anywhere in document (likely a storage/networking/switch product with no CPU section) - expected, not a defect."
HPE Virtual Connect SE 100Gb F32 Module for Synergy a00067745enw.pdf,False,False,NOT_A_COMPUTE_PRODUCT,"No processor-related keyword found anywhere in document (likely a storage/networking/switch product with no CPU section) - expected, not a defect."
HPE Virtual Connect SE 16Gb FC Module for HPE Synergy c04815256.pdf,False,False,NOT_A_COMPUTE_PRODUCT,"No processor-related keyword found anywhere in document (likely a storage/networking/switch product with no CPU section) - expected, not a defect."
HPE Virtual Connect SE 40Gb F8 Module for HPE Synergy c04815258.pdf,False,False,NOT_A_COMPUTE_PRODUCT,"No processor-related keyword found anywhere in document (likely a storage/networking/switch product with no CPU section) - expected, not a defect."
Mellanox SH2200 Switch Module for HPE Synergy a00008519enw.pdf,False,False,NOT_A_COMPUTE_PRODUCT,"No processor-related keyword found anywhere in document (likely a storage/networking/switch product with no CPU section) - expected, not a defect."
NVIDIA GB200 NVL72 by HPE QuickSpecs_20260522113124.pdf,True,True,OK,
NVIDIA GB300 NVL72 by HPE QuickSpecs_20260522113122.pdf,True,True,OK,
ProLiant Cluster Kit with OpenView Storage Mirroring c04283162.pdf,False,False,NOT_A_COMPUTE_PRODUCT,"No processor-related keyword found anywhere in document (likely a storage/networking/switch product with no CPU section) - expected, not a defect."
ProLiant Cluster Starter Kit c04283163.pdf,False,False,NOT_A_COMPUTE_PRODUCT,"No processor-related keyword found anywhere in document (likely a storage/networking/switch product with no CPU section) - expected, not a defect."
StorageWorks Rapid Restore and Non Disruptive Backup for Telecom Billing  SchlumbergerSema c04283880.pdf,False,True,REVIEW_DESCRIPTION_ONLY,"Processor description text found, but no short model code could be parsed from it (common for older pre-2010 QuickSpecs that describe processors in prose, e.g. 'Intel Xeon 3.0 GHz processor standard', with no distinct model number). Description is available; processor short-code is not."
Ultra160 Single Channel and Dual Channel SCSI Adapters for HP Integrity Servers and Workstations c04284047.pdf,False,True,REVIEW_DESCRIPTION_ONLY,"Processor description text found, but no short model code could be parsed from it (common for older pre-2010 QuickSpecs that describe processors in prose, e.g. 'Intel Xeon 3.0 GHz processor standard', with no distinct model number). Description is available; processor short-code is not."
hp AlphaServer GS80 (1001 MHz) c04282778.pdf,True,True,OK,
