brand,server_name,server_url,server_model,product_name,server_type,processor,memory,storage,networking,expansion,compatibility,important_configuration_notes,specifications_json,parts_found,status
Kingston,ABIT- SI-1Ns Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/15546/abit-si-1ns-motherboard,SI-1Ns Motherboard,ABIT - SI-1Ns Motherboard,Motherboard,"[""Intel Pentium 4 Intel 845GV""]",Standard: 0 MB (Removable); Maximum: 2 GB,Bus Architecture: PCI,,"[""2 Socket(s)""]","[""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2 GB""}, ""Storage"": {""Bus Architecture"": ""PCI""}, ""Expansions"": {""Details"": [""2 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Pentium 4 Intel 845GV""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]}}",4,extracted
Kingston,ABIT- WX6 Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/10138/abit-wx6-motherboard,WX6 Motherboard,ABIT - WX6 Motherboard,Motherboard,"[""Intel Celeron Intel 810e2""]",Standard: 0 MB (Removable); Maximum: 512 MB,Bus Architecture: AMR / PCI,,"[""2 Socket(s)""]","[""Virtually any configuration up to 512MB can be reached using Kingston's 256MB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""512 MB""}, ""Storage"": {""Bus Architecture"": ""AMR / PCI""}, ""Expansions"": {""Details"": [""2 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Celeron Intel 810e2""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 512MB can be reached using Kingston's 256MB modules.""]}}",3,extracted
Kingston,ABIT- SI-1Ns60 Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/20046/abit-si-1ns60-motherboard,SI-1Ns60 Motherboard,ABIT - SI-1Ns60 Motherboard,Motherboard,"[""Intel Pentium 4 Intel 845GV""]",Standard: 0 MB (Removable); Maximum: 2 GB,Bus Architecture: PCI,,"[""2 Socket(s)""]","[""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2 GB""}, ""Storage"": {""Bus Architecture"": ""PCI""}, ""Expansions"": {""Details"": [""2 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Pentium 4 Intel 845GV""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]}}",8,extracted
Kingston,ABIT- SR7-8X Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/13225/abit-sr7-8x-motherboard,SR7-8X Motherboard,ABIT - SR7-8X Motherboard,Motherboard,"[""Intel Pentium 4 SiS 648""]",Standard: 0 MB (Removable); Maximum: 2 GB using 333MHz DDR modules / 3 GB using 266MHz DDR modules,Bus Architecture: PCI,,"[""3 Socket(s)""]",Using 266MHz DDR modules:: Virtually any configuration up to 3GB can be reached using any combination of Kingston's 512MB and 1GB modules.; Using 333MHz DDR modules:: Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules.,,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2 GB using 333MHz DDR modules / 3 GB using 266MHz DDR modules""}, ""Storage"": {""Bus Architecture"": ""PCI""}, ""Expansions"": {""Details"": [""3 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Pentium 4 SiS 648""]}, ""Upgrade Path"": {""Using 266MHz DDR modules:"": ""Virtually any configuration up to 3GB can be reached using any combination of Kingston's 512MB and 1GB modules."", ""Using 333MHz DDR modules:"": ""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules.""}}",8,extracted
Kingston,ABIT- NF-M2P Motherboard,https://www.kingston.com/en/memory/search/model/33766/abit-nf-m2p-motherboard,NF-M2P Motherboard,ABIT - NF-M2P Motherboard,Motherboard,"[""AMD Athlon 64 (AM2) Nvidia GeForce 6100"", ""AMD Athlon 64 FX (AM2) Nvidia GeForce 6100"", ""AMD Athlon 64 X2 (AM2) Nvidia GeForce 6100"", ""AMD Opteron (AM2) Nvidia GeForce 6100"", ""AMD Sempron (AM2) Nvidia GeForce 6100""]",Standard: 0 MB (Removable); Maximum: 2 GB,Bus Architecture: PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm,,"[""2 Socket(s)""]","[""Virtually any configuration up to 2GB can be reached using Kingston's 512MB, 1 and 2GB modules IN PAIRS OR KITS.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""AMD Sempron processors support DDR2-533 and DDR2-667 memory only. DDR2-800 modules are not supported with this processor.""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""2 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon 64 (AM2) Nvidia GeForce 6100"", ""AMD Athlon 64 FX (AM2) Nvidia GeForce 6100"", ""AMD Athlon 64 X2 (AM2) Nvidia GeForce 6100"", ""AMD Opteron (AM2) Nvidia GeForce 6100"", ""AMD Sempron (AM2) Nvidia GeForce 6100""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 2GB can be reached using Kingston's 512MB, 1 and 2GB modules IN PAIRS OR KITS.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""AMD Sempron processors support DDR2-533 and DDR2-667 memory only. DDR2-800 modules are not supported with this processor.""]}}",68,extracted
Kingston,ABIT- TH7II-RAID/TH7II Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/13229/abit-th7ii-raid-th7ii-motherboard,TH7II-RAID/TH7II Motherboard,ABIT - TH7II-RAID/TH7II Motherboard,Motherboard,"[""Intel Pentium 4 Intel 850""]",Standard: 0 MB (Removable); Maximum: 2 GB,Bus Architecture: AGP / PCI,,"[""4 Socket(s)""]","[""Virtually any configuration up to 2GB can be reached using Kingston's 512MB modules IN PAIRS.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS."", ""When mixing ECC (x18) and non-ECC (x16) modules, the system will not perform the ECC function.""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2 GB""}, ""Storage"": {""Bus Architecture"": ""AGP / PCI""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Pentium 4 Intel 850""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 2GB can be reached using Kingston's 512MB modules IN PAIRS.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS."", ""When mixing ECC (x18) and non-ECC (x16) modules, the system will not perform the ECC function.""]}}",7,extracted
Kingston,ABIT- KN8 SLI Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/25199/abit-kn8-sli-motherboard,KN8 SLI Motherboard,ABIT - KN8 SLI Motherboard,Motherboard,"[""AMD Athlon 64 Nvidia nForce4 SLI"", ""AMD Athlon 64 FX (939-pin) Nvidia nForce4 SLI"", ""AMD Athlon 64 X2 Nvidia nForce4 SLI""]",Standard: 0 MB (Removable); Maximum: 2 GB with current Kingston 400MHz DDR modules / 4 GB with release of 1GB single rank 400MHz module,Bus Architecture: PCI / PCI Express,,"[""4 Socket(s)""]",,"[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode."", ""Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""This motherboard only supports 4 ranks of DDR400 memory. If two double-ranked DIMMs are used, the 3rd and 4th sockets are disabled.""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2 GB with current Kingston 400MHz DDR modules / 4 GB with release of 1GB single rank 400MHz module""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon 64 Nvidia nForce4 SLI"", ""AMD Athlon 64 FX (939-pin) Nvidia nForce4 SLI"", ""AMD Athlon 64 X2 Nvidia nForce4 SLI""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode."", ""Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""This motherboard only supports 4 ranks of DDR400 memory. If two double-ranked DIMMs are used, the 3rd and 4th sockets are disabled.""]}}",7,extracted
Kingston,ABIT- NF8-V Pro Motherboard,https://www.kingston.com/en/memory/search/model/25886/abit-nf8-v-pro-motherboard,NF8-V Pro Motherboard,ABIT - NF8-V Pro Motherboard,Motherboard,"[""AMD Athlon 64 Nvidia nForce3 250"", ""AMD Sempron Nvidia nForce3 250""]",Standard: 0 MB (Removable); Maximum: 2 GB,Bus Architecture: PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm,,"[""2 Socket(s)""]","[""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 128, 256, 512MB, and 1GB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""2 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon 64 Nvidia nForce3 250"", ""AMD Sempron Nvidia nForce3 250""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 128, 256, 512MB, and 1GB modules.""]}}",41,extracted
Kingston,ABIT- NV7m Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/13228/abit-nv7m-motherboard,NV7m Motherboard,ABIT - NV7m Motherboard,Motherboard,"[""AMD Athlon XP Nvidia nForce 420D""]",Standard: 0 MB (Removable); Maximum: 1 GB,Bus Architecture: PCI,,"[""2 Socket(s)""]","[""Virtually any configuration up to 1GB can be reached using Kingston's 512MB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""1 GB""}, ""Storage"": {""Bus Architecture"": ""PCI""}, ""Expansions"": {""Details"": [""2 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon XP Nvidia nForce 420D""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 1GB can be reached using Kingston's 512MB modules.""]}}",3,extracted
Kingston,ABIT- NI8-SLI GR Motherboard,https://www.kingston.com/en/memory/search/model/25196/abit-ni8-sli-gr-motherboard,NI8-SLI GR Motherboard,ABIT - NI8-SLI GR Motherboard,Motherboard,"[""Intel Celeron D Nvidia nForce4 SLI"", ""Intel Pentium 4 Nvidia nForce4 SLI"", ""Intel Pentium D Nvidia nForce4 SLI""]",Standard: 0 MB (Removable); Maximum: 4 GB with current Kingston products / 8 GB with release of 2GB module,Bus Architecture: PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm,,"[""4 Socket(s)""]","[""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode."", ""Kingston offers 'K2' kit part numbers for Dual Channel mode.""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""4 GB with current Kingston products / 8 GB with release of 2GB module""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Celeron D Nvidia nForce4 SLI"", ""Intel Pentium 4 Nvidia nForce4 SLI"", ""Intel Pentium D Nvidia nForce4 SLI""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode."", ""Kingston offers 'K2' kit part numbers for Dual Channel mode.""]}}",44,extracted
Kingston,ABIT- AX78 Motherboard,https://www.kingston.com/en/memory/search/model/43051/abit-ax78-motherboard,AX78 Motherboard,ABIT - AX78 Motherboard,Motherboard,"[""AMD Phenom FX (AM2+) AMD 770""]",Standard: 0 MB (Removable); Maximum: 8 GB,Bus Architecture: PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm,,"[""4 Socket(s)""]","[""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 512MB, 1 and 2GB modules or kits.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""8 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Phenom FX (AM2+) AMD 770""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 512MB, 1 and 2GB modules or kits.""]}}",55,extracted
Kingston,ABIT- AW8 Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/24054/abit-aw8-motherboard,AW8 Motherboard,ABIT - AW8 Motherboard,Motherboard,"[""Intel Pentium 4 Intel 955X (Glenwood)"", ""Intel Pentium D Intel 955X (Glenwood)""]",Standard: 0 MB (Removable); Maximum: 4 GB,Bus Architecture: PCI Express,,"[""4 Socket(s)""]","[""Virtually any configuration up to 4GB can be reached using Kingston's 512MB and 1GB modules.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode."", ""Kingston offers 'K2' kit part numbers for Dual Channel mode.""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""4 GB""}, ""Storage"": {""Bus Architecture"": ""PCI Express""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Pentium 4 Intel 955X (Glenwood)"", ""Intel Pentium D Intel 955X (Glenwood)""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 4GB can be reached using Kingston's 512MB and 1GB modules.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode."", ""Kingston offers 'K2' kit part numbers for Dual Channel mode.""]}}",12,extracted
Kingston,ABIT- BD7-E Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/15666/abit-bd7-e-motherboard,BD7-E Motherboard,ABIT - BD7-E Motherboard,Motherboard,"[""Intel Celeron Intel 845D"", ""Intel Pentium 4 Intel 845D""]",Standard: 0 MB (Removable); Maximum: 2 GB,Bus Architecture: AGP / PCI,,"[""2 Socket(s)""]","[""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2 GB""}, ""Storage"": {""Bus Architecture"": ""AGP / PCI""}, ""Expansions"": {""Details"": [""2 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Celeron Intel 845D"", ""Intel Pentium 4 Intel 845D""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]}}",4,extracted
Kingston,ABIT- NF-M2S Motherboard,https://www.kingston.com/en/memory/search/model/33779/abit-nf-m2s-motherboard,NF-M2S Motherboard,ABIT - NF-M2S Motherboard,Motherboard,"[""AMD Athlon 64 (AM2) Nvidia GeForce 6100"", ""AMD Athlon 64 FX (AM2) Nvidia GeForce 6100"", ""AMD Athlon 64 X2 (AM2) Nvidia GeForce 6100"", ""AMD Opteron (AM2) Nvidia GeForce 6100"", ""AMD Sempron (AM2) Nvidia GeForce 6100""]",Standard: 0 MB (Removable); Maximum: 2 GB,Bus Architecture: PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm,,"[""2 Socket(s)""]","[""Virtually any configuration up to 2GB can be reached using Kingston's 512MB, 1 and 2GB modules IN PAIRS OR KITS.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""AMD Sempron processors support DDR2-533 and DDR2-667 memory only. DDR2-800 modules are not supported with this processor.""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""2 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon 64 (AM2) Nvidia GeForce 6100"", ""AMD Athlon 64 FX (AM2) Nvidia GeForce 6100"", ""AMD Athlon 64 X2 (AM2) Nvidia GeForce 6100"", ""AMD Opteron (AM2) Nvidia GeForce 6100"", ""AMD Sempron (AM2) Nvidia GeForce 6100""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 2GB can be reached using Kingston's 512MB, 1 and 2GB modules IN PAIRS OR KITS.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""AMD Sempron processors support DDR2-533 and DDR2-667 memory only. DDR2-800 modules are not supported with this processor.""]}}",68,extracted
Kingston,ABIT- KT7 Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/10154/abit-kt7-motherboard,KT7 Motherboard,ABIT - KT7 Motherboard,Motherboard,"[""AMD K7 (N/A)""]",Standard: 0 MB (Removable); Maximum: 1.5 GB,Bus Architecture: AGP / ISA / PCI,,"[""3 Socket(s)""]","[""Virtually any configuration up to 1.5GB can be reached using any combination of Kingston's 256 and 512MB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""1.5 GB""}, ""Storage"": {""Bus Architecture"": ""AGP / ISA / PCI""}, ""Expansions"": {""Details"": [""3 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD K7 (N/A)""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 1.5GB can be reached using any combination of Kingston's 256 and 512MB modules.""]}}",4,extracted
Kingston,ABIT- KR7A-133 Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/13847/abit-kr7a-133-motherboard,KR7A-133 Motherboard,ABIT - KR7A-133 Motherboard,Motherboard,"[""AMD Athlon VIA Apollo KT266A (VT8366A)"", ""AMD Athlon XP VIA Apollo KT266A (VT8366A)"", ""AMD Duron VIA Apollo KT266A (VT8366A)""]",Standard: 0 MB (Removable); Maximum: 3 GB,Bus Architecture: PCI,,"[""4 Socket(s)""]","[""Virtually any configuration up to 3GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""3 GB""}, ""Storage"": {""Bus Architecture"": ""PCI""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon VIA Apollo KT266A (VT8366A)"", ""AMD Athlon XP VIA Apollo KT266A (VT8366A)"", ""AMD Duron VIA Apollo KT266A (VT8366A)""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 3GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]}}",4,extracted
Kingston,ABIT- IX38 QuadGT Motherboard,https://www.kingston.com/en/memory/search/model/41854/abit-ix38-quadgt-motherboard,IX38 QuadGT Motherboard,ABIT - IX38 QuadGT Motherboard,Motherboard,"[""Intel Core 2 Duo Intel X38""]",Standard: 0 MB (Removable); Maximum: 8 GB,Bus Architecture: PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm,,"[""4 Socket(s)""]","[""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""8 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Core 2 Duo Intel X38""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]}}",59,extracted
Kingston,ABIT- AX8 Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/20435/abit-ax8-motherboard,AX8 Motherboard,ABIT - AX8 Motherboard,Motherboard,"[""AMD Athlon 64 VIA K8T890"", ""AMD Athlon 64 FX (939-pin) VIA K8T890""]",Standard: 0 MB (Removable); Maximum: 2.5 GB using 400MHz DDR modules / 4 GB using 333MHz or 266MHz DDR modules / 8 GB using 2GB modules,Bus Architecture: PCI / PCI Express,,"[""4 Socket(s)""]",Using 333MHz or 266MHz DDR modules:: Virtually any configuration up to 4GB can be reached using any combination of Kingston's 512MB and 1GB modules.,"[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""This system supports six ranks of DDR400 memory. 1GB and 512MB modules are dual-rank, 256 and 128MB modules are single-rank. Maximum configuration is achieved with two 1GB and two 256MB modules.""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2.5 GB using 400MHz DDR modules / 4 GB using 333MHz or 266MHz DDR modules / 8 GB using 2GB modules""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon 64 VIA K8T890"", ""AMD Athlon 64 FX (939-pin) VIA K8T890""]}, ""Upgrade Path"": {""Using 333MHz or 266MHz DDR modules:"": ""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 512MB and 1GB modules.""}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""This system supports six ranks of DDR400 memory. 1GB and 512MB modules are dual-rank, 256 and 128MB modules are single-rank. Maximum configuration is achieved with two 1GB and two 256MB modules.""]}}",22,extracted
Kingston,ABIT- SI-2P Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/13439/abit-si-2p-motherboard,SI-2P Motherboard,ABIT - SI-2P Motherboard,Motherboard,"[""Intel Xeon Intel E7500 (Plumas-400)""]",Standard: 0 MB (Removable); Maximum: 12 GB,Bus Architecture: PCI,,"[""6 Socket(s)""]","[""Virtually any configuration up to 12GB can be reached using Kingston's 1 and 2GB modules IN PAIRS.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""12 GB""}, ""Storage"": {""Bus Architecture"": ""PCI""}, ""Expansions"": {""Details"": [""6 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Xeon Intel E7500 (Plumas-400)""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 12GB can be reached using Kingston's 1 and 2GB modules IN PAIRS.""]}}",5,extracted
Kingston,ABIT- KG7/KG7-RAID Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/11160/abit-kg7-kg7-raid-motherboard,KG7/KG7-RAID Motherboard,ABIT - KG7/KG7-RAID Motherboard,Motherboard,"[""AMD Athlon AMD 761""]",Standard: 0 MB (Non-removable); Maximum: 4 GB,Bus Architecture: AGP / PCI,,"[""4 Socket(s)""]","[""Virtually any configuration up to 4GB can be reached using any comnbination of Kingston's 512MB and 1GB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Non-removable)"", ""Maximum"": ""4 GB""}, ""Storage"": {""Bus Architecture"": ""AGP / PCI""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon AMD 761""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 4GB can be reached using any comnbination of Kingston's 512MB and 1GB modules.""]}}",6,extracted
Kingston,ABIT- KV8 Motherboard,https://www.kingston.com/en/memory/search/model/19079/abit-kv8-motherboard,KV8 Motherboard,ABIT - KV8 Motherboard,Motherboard,"[""AMD Athlon 64 VIA Apollo K8T800 (VT8385)""]",Standard: 0 MB (Removable); Maximum: 2 GB using 400MHz DDR modules / 3 GB using 333MHz DDR modules,Bus Architecture: SSD - SATA 3.5-inch,,"[""3 Socket(s)""]",Using 400MHz DDR modules:: Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules.; Using 333MHz DDR modules:: Virtually any configuration up to 3GB can be reached using any combination of Kingston's 512MB and 1GB modules.,"[""This system only supports 4 banks of DDR400 memory. If two double-sided DIMMs are used, the 3rd socket is disabled."", ""Although it is physically possible to install more memory, the system will only recognize 2GB maximum."", ""This motherboard supports both ECC and non-ECC memory. When mixing ECC and non-ECC modules, the system will not perform the ECC function.""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2 GB using 400MHz DDR modules / 3 GB using 333MHz DDR modules""}, ""Storage"": {""Bus Architecture"": ""SSD - SATA 3.5-inch""}, ""Expansions"": {""Details"": [""3 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon 64 VIA Apollo K8T800 (VT8385)""]}, ""Upgrade Path"": {""Using 400MHz DDR modules:"": ""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules."", ""Using 333MHz DDR modules:"": ""Virtually any configuration up to 3GB can be reached using any combination of Kingston's 512MB and 1GB modules.""}, ""Important Configuration Notes"": {""Details"": [""This system only supports 4 banks of DDR400 memory. If two double-sided DIMMs are used, the 3rd socket is disabled."", ""Although it is physically possible to install more memory, the system will only recognize 2GB maximum."", ""This motherboard supports both ECC and non-ECC memory. When mixing ECC and non-ECC modules, the system will not perform the ECC function.""]}}",51,extracted
Kingston,ABIT- GD8-V Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/22713/abit-gd8-v-motherboard,GD8-V Motherboard,ABIT - GD8-V Motherboard,Motherboard,"[""Intel Celeron D Intel 915P"", ""Intel Pentium 4 Intel 915P""]",Standard: 0 MB (Removable); Maximum: 4 GB,Bus Architecture: PCI / PCI Express,,"[""4 Socket(s)""]","[""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""4 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Celeron D Intel 915P"", ""Intel Pentium 4 Intel 915P""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]}}",16,extracted
